Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
2076,2076,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 , 0 , 0 , this ) ; VAR_4 . METHOD_1 ( VAR_5 ) ; VAR_6 . METHOD_3 ( VAR_5 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 , 0 , 0 , this ) ; VAR_4 . METHOD_1 ( VAR_5 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2360,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2077,2077,public void METHOD_1 ( android.view.View VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( ) . METHOD_3 ( VAR_2 ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; },"['Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",2361,['Delete Invocation'],"['Invocation', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2078,2078,protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; METHOD_3 ( VAR_3 ) . METHOD_4 ( this ) ; METHOD_3 ( VAR_4 ) . METHOD_4 ( this ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; METHOD_3 ( VAR_3 ) . METHOD_4 ( this ) ; },"['Delete TypeAccess', 'Delete Invocation', 'Delete ThisAccess', 'Delete Invocation']",2362,['Delete Invocation'],"['TypeAccess', 'Invocation', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2079,2079,"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 . METHOD_2 ( ) ; VAR_1 . start ( STRING_1 , STRING_2 ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . start ( STRING_1 , STRING_2 ) ; }","['Delete TypeAccess', 'Delete Invocation']",2364,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2080,2080,protected void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( false ) ; super . METHOD_1 ( VAR_1 ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; },"['Delete Literal', 'Delete Invocation']",2365,['Delete Invocation'],"['Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2081,2081,public boolean METHOD_1 ( ) { return ( METHOD_2 ( ) ) == null ; },public boolean METHOD_1 ( ) { return false ; },"['Insert Literal', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator']",2366,"['Delete Invocation', 'Delete BinaryOperator', 'Insert Literal']","['Literal', 'Invocation', 'Literal', 'BinaryOperator']","['Invocation', 'BinaryOperator', 'Literal']",Exact Match,1.0,1.0,0.75,0.8571428571428571,3,0,1
2082,2082,private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_2 . METHOD_3 ( ) . METHOD_4 ( listener ) ; },private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } },"['Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete Invocation']",2367,['Delete Invocation'],"['TypeAccess', 'Invocation', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2083,2083,"public TYPE_1 build ( ) { return new TYPE_1 ( name , VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , VAR_6 , VAR_7 , VAR_8 , VAR_9 ) ; }","public TYPE_1 build ( ) { return new TYPE_1 ( name , VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , VAR_6 , VAR_7 ) ; }","['Delete FieldRead', 'Delete FieldRead']",2368,"['Delete TypeReference', 'Delete TypeReference']","['FieldRead', 'FieldRead']","['TypeReference', 'TypeReference']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
2084,2084,public TYPE_1 METHOD_1 ( long VAR_1 ) { return TYPE_2 . METHOD_2 ( VAR_2 class ) ; },public TYPE_1 METHOD_1 ( long VAR_1 ) { return TYPE_2 . METHOD_2 ( ) ; },['Delete TypeAccess'],2370,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2085,2085,public TYPE_1 < ? extends java.lang.Boolean > METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . error ( VAR_1 . METHOD_2 ( ) ) ; return VAR_3 . error ( VAR_1 ) ; },public TYPE_1 < ? extends java.lang.Boolean > METHOD_1 ( java.lang.Throwable VAR_1 ) { return VAR_3 . error ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",2371,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2086,2086,public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = null ; if ( ( ( VAR_2 ) != null ) && ( VAR_2 . METHOD_2 ( ) ) ) { METHOD_3 ( ) ; VAR_3 = true ; } else { METHOD_3 ( ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = null ; if ( ( ( VAR_2 ) != null ) && ( VAR_2 . METHOD_2 ( ) ) ) { METHOD_3 ( ) ; VAR_3 = true ; } },"['Delete Invocation', 'Delete Block']",2372,['Delete Invocation'],"['Invocation', 'Block']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2087,2087,"public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_2 . replaceAll ( STRING_1 , STRING_2 ) ; if ( ! ( VAR_1 . METHOD_2 ( VAR_3 ) ) ) { this . VAR_1 += VAR_3 ; } return this ; }",public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_1 = VAR_1 ; if ( ! ( VAR_1 . METHOD_2 ( STRING_2 ) ) ) { this . VAR_1 += STRING_2 ; } return this ; },"['Insert VariableRead', 'Move TypeAccess', 'Update FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess']",2373,"['Update Assignment', 'Update Invocation', 'Update VariableRead']","['VariableRead', 'TypeAccess', 'FieldRead', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess']","['Assignment', 'Invocation', 'VariableRead']",Partial Match,0.4,0.0,0.0,0.0,0,3,7
2088,2088,void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_2 . METHOD_2 ( VAR_3 ) ; if ( ( VAR_3 ) == INT_1 ) VAR_4 . METHOD_3 ( VAR_5 ) ; } },void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_2 . METHOD_2 ( VAR_3 ) ; } },"['Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",2374,['Delete Invocation'],"['FieldRead', 'FieldRead', 'BinaryOperator', 'TypeAccess', 'TypeAccess', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.16666666666666666,1.0,0.125,0.2222222222222222,1,0,7
2089,2089,public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . METHOD_1 ( ) ; },public void METHOD_1 ( ) throws java.lang.Exception { },"['Delete TypeAccess', 'Delete Invocation']",2377,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2090,2090,"public void METHOD_1 ( TYPE_1 out ) { TYPE_2 . METHOD_2 ( this , out . METHOD_3 ( ) ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 out ) { TYPE_2 . METHOD_2 ( this , out . METHOD_3 ( ) ) ; }",['Delete Invocation'],2378,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2091,2091,"void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( STRING_1 , STRING_2 ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 . METHOD_3 ( VAR_4 ) ; }",void METHOD_1 ( ) { VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 . METHOD_3 ( VAR_4 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2379,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2092,2092,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; METHOD_2 ( VAR_1 , true ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . add ( VAR_1 ) ; METHOD_2 ( VAR_1 ) ; },['Delete Literal'],2380,['Delete Parameter'],['Literal'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
2093,2093,"public void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 . METHOD_3 ( 0 , 0 ) ; VAR_1 . METHOD_4 ( ) ; VAR_2 . delete ( ) ; }","public void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 . METHOD_3 ( 0 , 0 ) ; VAR_1 . METHOD_4 ( ) ; }","['Delete TypeAccess', 'Delete Invocation']",2381,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2094,2094,"public void METHOD_1 ( java.lang.String VAR_1 ) { put ( VAR_2 , VAR_1 ) ; this . VAR_3 . setValue ( VAR_1 ) ; }",public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_3 . setValue ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",2382,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
2095,2095,private void METHOD_1 ( ) { if ( VAR_1 ) { METHOD_2 ( false ) ; TYPE_1 . METHOD_3 ( ) ; } else { METHOD_2 ( true ) ; TYPE_1 . METHOD_3 ( ) ; } },private void METHOD_1 ( ) { if ( VAR_1 ) { METHOD_2 ( false ) ; } else { METHOD_2 ( true ) ; } },"['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",2383,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",Exact Match,1.0,1.0,0.5,0.6666666666666666,2,0,2
2096,2096,public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_2 = VAR_1 ; METHOD_2 ( VAR_1 ) ; },public void METHOD_1 ( java.lang.String VAR_1 ) { this . VAR_2 = VAR_1 ; },"['Delete VariableRead', 'Delete Invocation']",2384,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2097,2097,public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { VAR_2 = false ; METHOD_2 ( ) ; VAR_3 . setText ( STRING_1 ) ; } else { VAR_2 = true ; METHOD_2 ( ) ; VAR_3 . setText ( STRING_2 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 ) { VAR_2 = false ; METHOD_2 ( VAR_2 ) ; VAR_3 . setText ( STRING_1 ) ; } else { VAR_2 = true ; METHOD_2 ( VAR_2 ) ; VAR_3 . setText ( STRING_2 ) ; } },"['Insert TypeAccess', 'Insert TypeAccess']",2385,['Update Invocation'],"['TypeAccess', 'TypeAccess']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
2098,2098,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( true ) ; METHOD_3 ( STRING_1 ) ; },public void METHOD_1 ( ) { METHOD_3 ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",2386,['Delete Invocation'],"['TypeAccess', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
2099,2099,public void METHOD_1 ( TYPE_1 event ) { VAR_1 = event . METHOD_2 ( ) ; VAR_2 . METHOD_1 ( event . METHOD_3 ( ) ) ; TYPE_2 . METHOD_4 ( ) ; TYPE_3 . METHOD_5 ( ) ; },public void METHOD_1 ( TYPE_1 event ) { VAR_1 = event . METHOD_2 ( ) ; VAR_2 . METHOD_1 ( event . METHOD_3 ( ) ) ; TYPE_2 . METHOD_4 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",2387,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2100,2100,"protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_1 = new TYPE_1 ( this , VAR_2 , VAR_3 ) ; TYPE_2 . METHOD_3 ( VAR_1 ) ; METHOD_4 ( ) ; }","protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; METHOD_2 ( ) ; VAR_1 = new TYPE_1 ( this , VAR_2 , VAR_3 ) ; TYPE_2 . METHOD_3 ( VAR_1 ) ; }",['Delete Invocation'],2388,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2101,2101,"void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 , VAR_1 ) ; METHOD_3 ( VAR_2 ) ; VAR_5 . remove ( VAR_2 ) ; }","void METHOD_1 ( int VAR_1 , java.lang.String VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 , VAR_1 ) ; METHOD_3 ( VAR_2 ) ; }","['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",2389,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
2102,2102,public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ; METHOD_4 ( STRING_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ; },"['Delete TypeAccess', 'Delete Invocation']",2390,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2103,2103,private void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = null ; VAR_2 . METHOD_3 ( VAR_3 ) ; VAR_4 . setText ( VAR_5 ) ; if ( METHOD_4 ( ) ) this . VAR_6 . METHOD_5 ( ) ; },private void METHOD_1 ( ) { METHOD_2 ( ) ; VAR_1 = null ; VAR_2 . METHOD_3 ( VAR_3 ) ; if ( METHOD_4 ( ) ) this . VAR_6 . METHOD_5 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2391,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2104,2104,"public void METHOD_1 ( java.lang.String filePath ) { try { TYPE_1 . METHOD_2 ( METHOD_3 ( ) , filePath ) ; } catch ( java.io.IOException VAR_1 ) { TYPE_2 . METHOD_4 ( VAR_1 . METHOD_5 ( ) ) ; } }","public void METHOD_1 ( java.lang.String filePath ) { try { TYPE_1 . METHOD_2 ( METHOD_3 ( ) , filePath ) ; } catch ( java.io.IOException VAR_1 ) { } }","['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",2392,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2105,2105,public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_2 ( ) ; if ( VAR_2 != null ) { METHOD_3 ( ) . METHOD_4 ( ( ( STRING_1 + ( VAR_2 . METHOD_5 ( ) ) ) + STRING_2 ) ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = VAR_1 . METHOD_2 ( ) ; if ( VAR_2 != null ) { METHOD_3 ( ) . METHOD_4 ( ( ( STRING_1 + ( VAR_2 . METHOD_5 ( ) ) ) + STRING_2 ) ) ; } },"['Insert VariableRead', 'Delete TypeAccess']",2393,['Update VariableRead'],"['VariableRead', 'TypeAccess']",['VariableRead'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
2106,2106,"public void METHOD_1 ( TYPE_1 className , TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = ( ( TYPE_3 ) ( VAR_1 ) ) ; VAR_3 = VAR_2 . METHOD_2 ( ) ; VAR_4 = true ; METHOD_3 ( this ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 className , TYPE_2 VAR_1 ) { TYPE_3 VAR_2 = ( ( TYPE_3 ) ( VAR_1 ) ) ; VAR_3 = VAR_2 . METHOD_2 ( ) ; VAR_4 = true ; METHOD_3 ( this ) ; }",['Delete Invocation'],2394,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2107,2107,public void METHOD_1 ( ) { METHOD_2 ( ) ; this . METHOD_3 ( true ) ; },public void METHOD_1 ( ) { this . METHOD_3 ( true ) ; },['Delete Invocation'],2395,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2108,2108,public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( this ) ; METHOD_3 ( new TYPE_2 ( ) ) ; METHOD_3 ( METHOD_4 ( ) ) ; METHOD_3 ( METHOD_5 ( ) ) ; METHOD_3 ( METHOD_6 ( ) ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_1 . METHOD_2 ( this ) ; METHOD_3 ( new TYPE_2 ( ) ) ; METHOD_3 ( METHOD_4 ( ) ) ; METHOD_3 ( METHOD_6 ( ) ) ; },"['Delete Invocation', 'Delete Invocation']",2396,['Delete Invocation'],"['Invocation', 'Invocation']",['Invocation'],Exact Match,1.0,1.0,0.5,0.6666666666666666,1,0,1
2109,2109,private void METHOD_1 ( ) { t = new TYPE_1 ( VAR_1 . trim ( ) ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; },private void METHOD_1 ( ) { t = new TYPE_1 ( VAR_1 . trim ( ) ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2397,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2110,2110,"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 , VAR_3 , VAR_4 ) ; VAR_1 . METHOD_2 ( VAR_5 ) ; TYPE_2 . METHOD_3 ( VAR_2 ) . METHOD_2 ( VAR_5 ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 , VAR_3 ) ; VAR_1 . METHOD_2 ( VAR_5 ) ; TYPE_2 . METHOD_3 ( VAR_2 ) . METHOD_2 ( VAR_5 ) ; }",['Delete FieldRead'],2398,['Delete LocalVariable'],['FieldRead'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
2111,2111,public boolean add ( TYPE_1 VAR_1 ) { if ( ( VAR_2 . type ) != ( VAR_2 . type ) ) { return false ; } if ( VAR_1 != null ) { VAR_3 += VAR_4 ; } return true ; },public void add ( TYPE_1 VAR_1 ) { if ( VAR_1 != null ) { VAR_3 += VAR_4 ; } },"['Update TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",2399,"['Update TypeAccess', 'Delete BinaryOperator', 'Delete Assignment', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete LocalVariable', 'Update Wra']","['TypeReference', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If', 'Literal', 'Return']","['TypeAccess', 'BinaryOperator', 'Assignment', 'BinaryOperator', 'TypeAccess', 'LocalVariable', 'Wra']",Partial Match,0.09090909090909091,0.14285714285714285,0.1,0.11764705882352941,1,6,9
2112,2112,"public < TYPE_1 , TYPE_2 extends TYPE_1 > void METHOD_1 ( TYPE_3 < TYPE_1 > VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . put ( VAR_1 , VAR_2 ) ; }","public < TYPE_1 , TYPE_2 extends TYPE_1 > void METHOD_1 ( TYPE_3 < TYPE_1 > VAR_1 , TYPE_2 VAR_2 ) { }","['Delete TypeAccess', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",2400,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2113,2113,"public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_3 = false ; VAR_4 = true ; METHOD_3 ( ) ; if ( ( VAR_5 ) != null ) VAR_5 . METHOD_4 ( ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_3 = false ; VAR_4 = true ; METHOD_3 ( ) ; if ( ( VAR_5 ) != null ) VAR_5 . METHOD_4 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2401,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
2114,2114,public void METHOD_1 ( int VAR_1 ) { this . METHOD_2 ( VAR_1 ) ; this . METHOD_2 ( VAR_1 ) ; this . METHOD_3 ( ) ; },public void METHOD_1 ( int VAR_1 ) { this . METHOD_2 ( VAR_1 ) ; this . METHOD_2 ( VAR_1 ) ; },"['Delete ThisAccess', 'Delete Invocation']",2402,['Delete Invocation'],"['ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2115,2115,public java.util.Date METHOD_1 ( ) { java.lang.System.out.println ( VAR_1 ) ; return VAR_1 ; },public java.util.Date METHOD_1 ( ) { return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",2403,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
2116,2116,public java.util.List < TYPE_1 > METHOD_1 ( ) { return VAR_1 ; },public java.util.List < TYPE_1 > METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete FieldRead']",2404,['Update Return'],"['Literal', 'FieldRead']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
2117,2117,public void open ( java.lang.String VAR_1 ) { if ( METHOD_1 ( ) ) { this . METHOD_2 ( VAR_1 ) ; METHOD_3 ( ) ; METHOD_4 ( VAR_1 ) ; VAR_2 = false ; METHOD_5 ( ) ; } },public void open ( java.lang.String VAR_1 ) { if ( METHOD_1 ( ) ) { this . METHOD_2 ( VAR_1 ) ; METHOD_3 ( ) ; METHOD_4 ( VAR_1 ) ; VAR_2 = false ; } },['Delete Invocation'],2405,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
2118,2118,public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = new TYPE_1 ( ) ; TYPE_1 . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( ) ; },public static void main ( java.lang.String [ ] args ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = new TYPE_1 ( ) ; TYPE_1 . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",2406,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2119,2119,protected void init ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; this . METHOD_1 ( ) ; },protected void init ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete ThisAccess', 'Delete Invocation']",2407,['Delete Invocation'],"['ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
2120,2120,public void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( VAR_2 ) ; },public void METHOD_1 ( int VAR_1 ) { METHOD_2 ( ) ; },"['Update TypeAccess', 'Delete TypeAccess']",2408,"['Delete TypeAccess', 'Delete VariableRead']","['TypeAccess', 'TypeAccess']","['TypeAccess', 'VariableRead']",GPT Hallucinated Nodes,0.5,0.5,0.5,0.5,1,1,1
2121,2121,public void end ( ) { TYPE_1 . METHOD_1 ( STRING_1 ) ; VAR_1 = false ; },public void end ( ) { VAR_1 = false ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",2409,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
2122,2122,"protected void METHOD_1 ( boolean VAR_1 ) throws TYPE_1 { if ( null != ( VAR_2 ) ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_4 , VAR_5 , VAR_1 , METHOD_3 ( ) , VAR_6 ) ; } }","protected void METHOD_1 ( boolean VAR_1 ) throws TYPE_1 { if ( null != ( VAR_2 ) ) { VAR_2 . METHOD_2 ( VAR_3 , VAR_4 , VAR_5 , VAR_1 , METHOD_3 ( ) ) ; } }",['Delete TypeAccess'],2410,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
2123,2123,"public void METHOD_1 ( java.lang.String type , int VAR_1 , int number , boolean VAR_2 ) { for ( int i = 0 ; i < number ; i ++ ) { METHOD_2 ( type , VAR_1 , VAR_2 ) ; } }","public void METHOD_1 ( java.lang.String type , int VAR_1 , int number , int VAR_2 ) { for ( int i = 0 ; i < number ; i ++ ) { METHOD_2 ( type , VAR_1 , VAR_2 ) ; } }",['Update TypeReference'],2411,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
