fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public java.lang.String METHOD_1 ( ) { TYPE_1 VAR_1 = context . METHOD_2 ( ) ; if ( VAR_1 != null ) { return ( ( java.lang.String ) ( VAR_2 . get ( STRING_1 ) ) ) ; } return context . METHOD_3 ( ) . getName ( ) ; },public java.lang.String METHOD_1 ( ) { return context . METHOD_3 ( ) . getName ( ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Return', 'Delete Block', 'Delete If']",544
"public TYPE_1 METHOD_1 ( ) throws java.io.IOException { TYPE_2 VAR_1 = new TYPE_2 ( METHOD_2 ( ) , STRING_1 ) ; return new TYPE_1 ( VAR_1 ) ; }",public TYPE_1 METHOD_1 ( ) throws java.io.IOException { return new TYPE_1 ( METHOD_2 ( ) ) ; },"['Update ConstructorCall', 'Move ConstructorCall', 'Delete TypeReference', 'Delete LocalVariable', 'Delete FieldRead', 'Delete VariableRead', 'Delete ConstructorCall']",545
"public void METHOD_1 ( ) { java.util.List < java.lang.Double > VAR_1 = METHOD_2 ( 1 , INT_1 , INT_2 ) . get ( 0 ) ; double result = VAR_2 . METHOD_3 ( VAR_1 ) ; java.lang.System.out.println ( ( STRING_1 + result ) ) ; return ; }",public void METHOD_1 ( ) { return ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete Literal', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation']",546
public java.lang.Object METHOD_1 ( java.lang.String key ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ) ; return VAR_1 . METHOD_3 ( key ) ; },public java.lang.Object METHOD_1 ( java.lang.String key ) { return null ; },"['Insert Literal', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",547
"public void METHOD_1 ( android.view.View VAR_1 ) { android.content.Intent intent = new android.content.Intent ( VAR_2 ) ; METHOD_2 ( intent , VAR_3 ) ; }",public void METHOD_1 ( android.view.View VAR_1 ) { },"['Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",549
public java.lang.String METHOD_1 ( java.util.Date date ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( STRING_1 ) ; TYPE_2 VAR_2 = new TYPE_2 ( VAR_3 ) ; VAR_2 . METHOD_3 ( VAR_1 ) ; return VAR_4 . format ( date ) ; },public java.lang.String METHOD_1 ( java.util.Date date ) { TYPE_2 VAR_2 = new TYPE_2 ( VAR_3 ) ; return VAR_4 . format ( date ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",551
public int METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; if ( ( VAR_1 . METHOD_3 ( VAR_3 ) ) == false ) { return 1 ; } return INT_1 ; },public int METHOD_1 ( ) { return INT_1 ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",556
"public TYPE_1 get ( java.lang.String VAR_1 ) throws java.lang.Exception { java.util.Collection < TYPE_2 > VAR_2 = VAR_3 . get ( VAR_1 ) ; TYPE_3 VAR_4 = METHOD_1 ( VAR_1 ) ; return new TYPE_1 ( VAR_4 , VAR_2 ) ; }",public java.util.Collection < TYPE_2 > get ( java.lang.String VAR_1 ) throws java.lang.Exception { return VAR_3 . get ( VAR_1 ) ; },"['Update TypeReference', 'Move TypeReference', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete ConstructorCall']",557
"public TYPE_1 METHOD_1 ( int VAR_1 ) { int VAR_2 = VAR_3 . min ( ( VAR_1 - 1 ) , VAR_4 . length ) ; return VAR_1 > 0 ? VAR_5 [ VAR_2 ] : VAR_5 [ 0 ] ; }",public TYPE_1 METHOD_1 ( int VAR_1 ) { return VAR_1 > 0 ? VAR_5 [ ( VAR_1 - 1 ) ] : VAR_5 [ VAR_1 ] ; },"['Move BinaryOperator', 'Insert VariableRead', 'Delete TypeReference', 'Delete TypeAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal']",558
public void METHOD_1 ( TYPE_1 event ) { TYPE_2 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; int VAR_3 = VAR_4 ; VAR_5 . METHOD_4 ( new TYPE_3 ( VAR_3 ) ) ; },public void METHOD_1 ( TYPE_1 event ) { TYPE_2 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( VAR_2 ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Invocation']",559
public TYPE_1 METHOD_1 ( long id ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( id ) ; VAR_1 . METHOD_3 ( new java.util.ArrayList < > ( ) ) ; return VAR_1 ; },public TYPE_1 METHOD_1 ( long id ) { return VAR_2 . METHOD_2 ( id ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Invocation', 'Delete VariableRead']",560
public void METHOD_1 ( ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( getActivity ( ) ) ) ; if ( ( METHOD_2 ( ) ) && ( VAR_1 != null ) ) { VAR_1 . METHOD_1 ( ) ; } },public void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete Invocation', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",561
public int METHOD_1 ( java.lang.String key ) { java.lang.Object value = get ( key ) ; java.lang.Integer VAR_1 = TYPE_1 . METHOD_2 ( value ) ; if ( VAR_1 == null ) { return 0 ; } return VAR_2 . intValue ( ) ; },public int METHOD_1 ( java.lang.String key ) { java.lang.Object value = get ( key ) ; if ( value == null ) { return 0 ; } return TYPE_1 . METHOD_2 ( value ) . intValue ( ) ; },"['Update VariableRead', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess']",562
public boolean METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( STRING_2 ) ; java.lang.System.out.println ( VAR_4 . getName ( ) ) ; return true ; },public boolean METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; return true ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",564
public static void METHOD_1 ( java.lang.String VAR_1 ) { int size = VAR_2 . length ( ) ; if ( ( ( VAR_3 . index ) + 1 ) == size ) { VAR_4 . METHOD_2 ( ) ; } },public static void METHOD_1 ( java.lang.String VAR_1 ) { },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",565
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; android.content.Intent i = new android.content.Intent ( VAR_3 , VAR_4 class ) ; METHOD_3 ( i ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; }","['Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",568
public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.String VAR_2 = VAR_1 . METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",569
"TYPE_1 METHOD_1 ( int VAR_1 ) { return new TYPE_1 ( ( ( METHOD_2 ( ) ) * ( VAR_1 % INT_1 ) ) , ( ( METHOD_2 ( ) ) * ( VAR_1 / INT_1 ) ) ) ; }","TYPE_1 METHOD_1 ( int VAR_1 ) { int x = VAR_1 % INT_1 ; int y = VAR_1 / INT_1 ; return new TYPE_1 ( ( ( METHOD_2 ( ) ) * x ) , ( ( METHOD_2 ( ) ) * y ) ) ; }","['Insert LocalVariable', 'Insert LocalVariable', 'Insert TypeReference', 'Move BinaryOperator', 'Insert TypeReference', 'Move BinaryOperator', 'Insert VariableRead', 'Insert VariableRead']",570
"public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( INT_1 , INT_1 ) ; }","public static void main ( java.lang.String [ ] args ) { TYPE_2 . METHOD_2 ( INT_1 , INT_1 ) ; }","['Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",571
public static java.lang.String METHOD_1 ( java.lang.Exception VAR_1 ) { TYPE_1 writer = new TYPE_2 ( ) ; TYPE_3 VAR_2 = new TYPE_3 ( writer ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; return VAR_3 . toString ( ) ; },public static java.lang.String METHOD_1 ( java.lang.Exception VAR_1 ) { TYPE_1 writer = new TYPE_2 ( ) ; TYPE_3 VAR_2 = new TYPE_3 ( writer ) ; VAR_1 . METHOD_2 ( VAR_2 ) ; java.lang.String str = VAR_3 . toString ( ) ; return str ; },"['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation', 'Insert VariableRead']",573
"public static boolean remove ( TYPE_1 VAR_1 ) { java.util.Set < TYPE_1 > VAR_2 = TYPE_2 . METHOD_1 ( VAR_3 . getContext ( ) , false ) ; return VAR_2 == null ? false : VAR_4 . remove ( VAR_1 ) ; }",public static boolean remove ( TYPE_1 VAR_1 ) { java.util.Set < TYPE_1 > VAR_2 = TYPE_2 . METHOD_1 ( false ) ; return VAR_2 == null ? false : VAR_4 . remove ( VAR_1 ) ; },"['Delete TypeAccess', 'Delete Invocation']",574
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = METHOD_2 ( ) ; METHOD_3 ( VAR_1 , INT_1 , VAR_2 . METHOD_4 ( ) . getName ( ) ) ; }","public void METHOD_1 ( ) { METHOD_3 ( INT_1 , VAR_2 . METHOD_4 ( ) . getName ( ) ) ; }","['Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",575
"public void METHOD_1 ( TYPE_1 node ) { VAR_1 . remove ( node ) ; TYPE_2 VAR_2 = VAR_3 . METHOD_2 ( node ) ; VAR_3 . METHOD_3 ( this , VAR_2 ) ; VAR_2 . METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 node ) { VAR_1 . remove ( node ) ; VAR_3 . METHOD_3 ( this , VAR_3 . METHOD_2 ( node ) ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",577
public boolean METHOD_1 ( ) { return VAR_1 ; },public boolean METHOD_1 ( ) { int i = 0 ; return VAR_1 ; },"['Insert LocalVariable', 'Insert TypeReference', 'Insert Literal']",578
public java.util.Calendar METHOD_1 ( ) { java.util.Calendar c = java.util.Calendar.getInstance ( ) ; c . METHOD_2 ( true ) ; return c ; },public java.util.Calendar METHOD_1 ( ) { return java.util.Calendar.getInstance ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete Invocation', 'Delete VariableRead']",580
public static TYPE_1 METHOD_1 ( TYPE_2 type ) { TYPE_1 node = new TYPE_1 ( VAR_1 ) ; if ( type != null ) { node . METHOD_2 ( type ) ; } return node ; },"public static TYPE_1 METHOD_1 ( TYPE_1 type ) { return new TYPE_1 ( VAR_1 , type ) ; }","['Move TypeReference', 'Move ConstructorCall', 'Move VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If', 'Delete VariableRead']",581
"public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 , VAR_3 , VAR_4 ) ; VAR_1 . METHOD_2 ( ) ; TYPE_2 . METHOD_3 ( STRING_1 , VAR_1 . METHOD_4 ( ) ) ; }",public void METHOD_1 ( ) throws java.lang.Exception { },"['Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",583
public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = METHOD_2 ( VAR_1 ) ; if ( VAR_2 != null ) { METHOD_3 ( ) . delete ( VAR_2 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_3 ( ) . delete ( METHOD_2 ( VAR_1 ) ) ; },"['Move Invocation', 'Move Invocation', 'Delete VariableRead', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete If']",584
public TYPE_1 METHOD_1 ( java.lang.String token ) { TYPE_2 VAR_1 = TYPE_3 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . METHOD_4 ( token ) . METHOD_5 ( ) ; java.lang.String VAR_3 = VAR_1 . METHOD_6 ( ) ; return VAR_4 . METHOD_7 ( VAR_3 ) ; },public TYPE_1 METHOD_1 ( java.lang.String token ) { java.lang.String VAR_3 = TYPE_3 . METHOD_2 ( ) . METHOD_3 ( VAR_2 ) . METHOD_4 ( token ) . METHOD_5 ( ) . METHOD_6 ( ) ; return VAR_4 . METHOD_7 ( VAR_3 ) ; },"['Update LocalVariable', 'Move TypeReference', 'Insert Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",586
public void METHOD_1 ( android.view.View view ) { java.lang.String a = STRING_1 + ( VAR_1 . METHOD_2 ( ) ) ; if ( ( VAR_1 ) != null ) VAR_2 . setText ( a ) ; },public void METHOD_1 ( android.view.View view ) { VAR_2 . setText ( VAR_1 . METHOD_2 ( ) ) ; },"['Insert Invocation', 'Move TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete LocalVariable', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",587
"public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = VAR_3 . METHOD_2 ( ) ; if ( VAR_2 != null ) { VAR_1 . METHOD_3 ( STRING_1 , VAR_2 ) ; return STRING_2 ; } return STRING_3 ; }",public java.lang.String METHOD_1 ( TYPE_1 VAR_1 ) { return STRING_3 ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete FieldRead', 'Delete Return', 'Delete Block', 'Delete If']",589
public int METHOD_1 ( ) { int result = VAR_1 ; for ( TYPE_1 VAR_2 : METHOD_2 ( ) ) { if ( VAR_3 ) result -= VAR_2 . METHOD_3 ( ) ; } return result ; },public int METHOD_1 ( ) { int result = getValue ( ) ; for ( TYPE_1 VAR_2 : METHOD_2 ( ) ) { if ( VAR_3 ) result -= VAR_2 . METHOD_3 ( ) ; } return result ; },"['Insert Invocation', 'Delete FieldRead']",591
public java.lang.String getValue ( TYPE_1 VAR_1 ) { java.lang.String VAR_2 = VAR_1 . METHOD_1 ( ) ; if ( VAR_2 != null ) return VAR_2 ; else return STRING_1 ; },public java.lang.String getValue ( TYPE_1 VAR_1 ) { return VAR_1 . METHOD_1 ( ) ; },"['Insert Return', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Return', 'Delete Block', 'Delete FieldRead', 'Delete Return', 'Delete Block', 'Delete If']",592
public static int METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . isEmpty ( VAR_1 ) ) { return 0 ; } TYPE_2 VAR_3 = TYPE_3 . METHOD_2 ( VAR_1 ) ; return VAR_3 . METHOD_3 ( STRING_1 ) ; },public static int METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . isEmpty ( VAR_1 ) ) { return 0 ; } return TYPE_3 . METHOD_1 ( TYPE_3 . METHOD_2 ( VAR_1 ) ) ; },"['Update Invocation', 'Update TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",594
"public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.String VAR_2 = VAR_1 . METHOD_2 ( ) . getName ( ) ; METHOD_3 ( VAR_2 ) ; TYPE_2 . METHOD_4 ( STRING_1 , STRING_2 , VAR_2 ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_3 ( VAR_1 . METHOD_2 ( ) . getName ( ) ) ; },"['Insert Invocation', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",596
"public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; TYPE_2 VAR_3 = new TYPE_2 ( STRING_1 ) ; METHOD_3 ( VAR_4 , VAR_3 ) ; }",public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",599
"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 context ) throws java.io.IOException { java.lang.String value = VAR_1 . METHOD_2 ( VAR_2 . String class ) ; TYPE_1 VAR_3 = TYPE_4 . METHOD_3 ( value ) ; return VAR_3 ; }","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 context ) throws java.io.IOException { java.lang.String value = VAR_1 . METHOD_2 ( VAR_2 . String class ) ; return TYPE_4 . METHOD_3 ( value ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",602
"public boolean METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = TYPE_2 . METHOD_2 ( VAR_1 , set ) ; boolean result = VAR_2 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; return result ; }","public boolean METHOD_1 ( java.lang.String VAR_1 ) { TYPE_1 VAR_2 = TYPE_2 . METHOD_2 ( VAR_1 , set ) ; return VAR_2 . METHOD_3 ( ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",603
protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; TYPE_2 VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; VAR_3 . METHOD_4 ( new TYPE_3 ( ) ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; },"['Delete TypeReference', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Invocation']",605
public void METHOD_1 ( android.view.View VAR_1 ) { java.lang.String VAR_2 = VAR_3 . METHOD_2 ( ) ; TYPE_1 VAR_4 = VAR_3 . METHOD_3 ( ) ; VAR_4 . METHOD_4 ( VAR_2 ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { VAR_4 . METHOD_4 ( VAR_2 ) ; },"['Insert TypeAccess', 'Insert TypeAccess', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead']",606
"public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; TYPE_2 VAR_3 = null ; if ( ( VAR_4 ) != null ) { TYPE_3 . METHOD_2 ( VAR_4 , VAR_3 ) ; VAR_4 = null ; } }",public static void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 ; if ( ( VAR_4 ) != null ) { TYPE_3 . METHOD_2 ( VAR_4 ) ; VAR_4 = null ; } },"['Delete TypeReference', 'Delete Literal', 'Delete LocalVariable', 'Delete VariableRead']",608
"void METHOD_1 ( ) { android.content.Intent intent = new android.content.Intent ( METHOD_2 ( ) , VAR_1 class ) ; METHOD_3 ( intent ) ; }",void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete Invocation', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation']",611
"public void METHOD_1 ( ) { TYPE_1 t = new TYPE_1 ( INT_1 , INT_1 , INT_1 ) ; VAR_1 . assertEquals ( VAR_2 , TYPE_2 . METHOD_2 ( t ) ) ; }",public void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",612
public void METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = ( VAR_1 . METHOD_2 ( ) ) + 1 ; for ( int i = VAR_3 ; i < VAR_2 ; i ++ ) { METHOD_3 ( VAR_1 . METHOD_4 ( i ) ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = ( VAR_1 . METHOD_2 ( ) ) + 1 ; for ( int i = 0 ; i < VAR_2 ; i ++ ) { METHOD_3 ( VAR_1 . METHOD_4 ( i ) ) ; } },"['Insert Literal', 'Delete FieldRead']",614
public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 . METHOD_2 ( this ) ; TYPE_2 . METHOD_3 ( VAR_1 class ) ; TYPE_3 VAR_2 = new TYPE_3 ( STRING_1 ) ; TYPE_4 . METHOD_4 ( TYPE_5 . METHOD_5 ( ) ) . METHOD_6 ( VAR_2 ) ; },public void METHOD_1 ( ) throws java.lang.Exception { TYPE_1 . METHOD_2 ( this ) ; TYPE_2 . METHOD_3 ( VAR_1 class ) ; },"['Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",615
public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.String VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 . METHOD_3 ( false ) ; VAR_3 . METHOD_4 ( ) ; if ( VAR_4 . equals ( STRING_1 ) ) { new TYPE_2 ( VAR_5 ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Literal', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Block', 'Delete If']",617
"TYPE_1 build ( ) throws java.io.IOException { TYPE_1 VAR_1 = new TYPE_1 ( this ) ; VAR_1 . METHOD_1 ( VAR_2 , VAR_3 ) ; return VAR_1 ; }",TYPE_1 build ( ) throws java.io.IOException { return new TYPE_1 ( this ) ; },"['Move ConstructorCall', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead']",619
"public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; java.lang.System.out.println ( VAR_1 . METHOD_1 ( STRING_1 , STRING_2 , STRING_3 , STRING_4 , STRING_5 , STRING_6 , STRING_7 ) ) ; }",public static void main ( java.lang.String [ ] args ) { },"['Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",621
"public TYPE_1 METHOD_1 ( ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_2 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_1 ) ; return new TYPE_3 ( VAR_3 , VAR_4 , 0 , 0 ) ; }",public TYPE_1 METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation', 'Delete FieldRead', 'Delete FieldRead', 'Delete Literal', 'Delete Literal', 'Delete ConstructorCall']",622
public static int add ( java.lang.String text ) { if ( text == STRING_1 ) { return 0 ; } int result = java.lang.Integer.parseInt ( text ) ; return result ; },public static int add ( java.lang.String text ) { return 0 ; },"['Move Return', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Block', 'Delete If', 'Delete TypeReference', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Return']",623
